gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
342383,20141231,12,CTL,18926,CenturyLink Inc,772,18031,7846,,50147,35124,15023
342383,20151231,12,CTL,18926,CenturyLink Inc,878,17900,7778,,47604,33544,14060
342383,20161231,12,CTL,18926,CenturyLink Inc,626,17470,7774,4608,47017,33618,13399
342383,20171231,12,CTL,18926,CenturyLink Inc,1389,17656,8203,3878,75611,52120,23491
342383,20181231,12,CTL,18926,CenturyLink Inc,-1733,23443,10862,7032,70256,50428,19828
342383,20191231,12,CTL,18926,CenturyLink Inc,-5269,22401,10077,6680,64742,51272,13470
347996,20161231,12,EXR,1289490,Extra Space Storage,366.127,39.842,250.005,539.263,7091.446,4495.28,2244.892
347996,20171231,12,EXR,1289490,Extra Space Storage,479.013,39.379,271.974,597.375,7455.137,4731.33,2350.751
347996,20181231,12,EXR,1289490,Extra Space Storage,415.289,41.757,291.695,677.795,7847.978,5062.556,2413.724
347996,20191231,12,EXR,1289490,Extra Space Storage,419.967,1308.454,336.05,707.686,8532.377,5610.683,2539.961
349865,20121231,12,HLT,1585689,Hilton Worldwide Holdings Inc,352,9276,,1110,,,2155
349865,20131231,12,HLT,1585689,Hilton Worldwide Holdings Inc,415,9735,,2101,26562,22286,4363
349865,20141231,12,HLT,1585689,Hilton Worldwide Holdings Inc,673,10502,,1366,26125,21411,4752
349865,20151231,12,HLT,1585689,Hilton Worldwide Holdings Inc,1404,11272,,1394,25716,19765,5985
349865,20161231,12,HLT,1585689,Hilton Worldwide Holdings Inc,348,11663,,1350,26211,20362,5899
349865,20171231,12,HLT,1585689,Hilton Worldwide Holdings Inc,1259,9140,,924,14308,12233,2072
349865,20181231,12,HLT,1585689,Hilton Worldwide Holdings Inc,764,8906,,1255,13995,13437,551
349865,20191231,12,HLT,1585689,Hilton Worldwide Holdings Inc,881,9452,,1384,14957,15429,-482
352027,20121231,12,XEL,72903,Xcel Energy Inc,905.229,10128.223,,2004.756,31140.686,22266.609,8874.077
352027,20131231,12,XEL,72903,Xcel Energy Inc,948.234,10914.922,,2584.036,33907.49,24341.54,9565.95
352027,20141231,12,XEL,72903,Xcel Energy Inc,1021.306,11686.135,,2648.192,36957.884,26743.402,10214.482
352027,20151231,12,XEL,72903,Xcel Energy Inc,984.485,11024.486,,3025.839,39053.535,28452.615,10600.92
352027,20161231,12,XEL,72903,Xcel Energy Inc,1123.379,11106.92,3718,3052.299,41155.277,30134.428,11020.849
352027,20171231,12,XEL,72903,Xcel Energy Inc,1148,11404,3757,3126,43030,31575,11455
352027,20181231,12,XEL,72903,Xcel Energy Inc,1261,11537,3854,3122,45987,33765,12222
355283,20121231,12,JNPR,1043604,Juniper Networks,186.5,4365.4,1204,642.4,9832.1,2832.6,6999
355283,20131231,12,JNPR,1043604,Juniper Networks,439.8,4669.1,1276.6,842.3,10326,3023.8,7302.2
355283,20141231,12,JNPR,1043604,Juniper Networks,-334.3,4627.1,1768.9,763.4,8403.1,3484,4919.1
355283,20151231,12,JNPR,1043604,Juniper Networks,633.7,4857.8,1269.6,892.5,8619.2,4044.8,4574.4
355283,20161231,12,JNPR,1043604,Juniper Networks,592.7,4990.1,1326.2,1106,9656.5,4694,4962.5
355283,20171231,12,JNPR,1043604,Juniper Networks,306.2,5027.2,1360.9,1260.1,9833.8,5152.9,4680.9
355283,20181231,12,JNPR,1043604,Juniper Networks,566.9,4647.5,1906.3,861.1,9363.3,4540.1,4823.2
355283,20191231,12,JNPR,1043604,Juniper Networks,345,4445.4,1828.6,528.9,8837.7,4227.1,4610.6
363173,20161231,12,TROW,1113169,T. Rowe Price Group,1215,4284.8,,170.5,6225,529.2,5008.6
363173,20171231,12,TROW,1113169,T. Rowe Price Group,1497.8,4854.9,,229.5,7534.7,717.5,5824.4
363173,20181231,12,TROW,1113169,T. Rowe Price Group,1837.5,5372.6,,1619.9,7689.3,824.7,6124.3
363173,20191231,12,TROW,1113169,T. Rowe Price Group,2131.3,5617.9,,1522.7,9330.4,1107.3,7102.1
363718,20120131,1,LDOS,1336920,Leidos Holdings,59,10587,9606,772,6667,4486,2181
363718,20130131,1,LDOS,1336920,Leidos Holdings,525,11173,9809,,5875,3257,2618
363718,20140131,1,LDOS,1336920,Leidos Holdings,164,5772,5006,,4162,2567,1595
363718,20141231,12,LDOS,1336920,Leidos Holdings,-334,4690,4069,,,,
363718,20150131,1,LDOS,1336920,Leidos Holdings,-323,5063,4392,,3281,2283,998
363718,20151231,12,LDOS,1336920,Leidos Holdings,242,4712,4146,,3377,2309,1068
363718,20161231,12,LDOS,1336920,Leidos Holdings,244,7043,6191,,9132,5997,3135
363718,20171231,12,LDOS,1336920,Leidos Holdings,366,10170,8923,526,8990,5620,3370
363718,20181231,12,LDOS,1336920,Leidos Holdings,581,10194,8690,768,8770,5462,3308
363718,20191231,12,LDOS,1336920,Leidos Holdings,667,11094,9546,992,9367,5954,3413
377282,20120331,3,ABMD,815094,ABIOMED Inc,1.495,126.375,24.507,3.634,153.911,27.614,126.297
377282,20130331,3,ABMD,815094,ABIOMED Inc,15.014,158.124,31.596,26.399,169.999,32.919,137.08
377282,20140331,3,ABMD,815094,ABIOMED Inc,7.351,183.643,37.322,,205.407,37.054,168.353
377282,20150331,3,ABMD,815094,ABIOMED Inc,113.688,230.311,39.945,,338.367,46.807,291.56
377282,20160331,3,ABMD,815094,ABIOMED Inc,38.147,329.543,50.419,,423.931,55.156,368.775
377282,20170331,3,ABMD,815094,ABIOMED Inc,52.116,445.304,70.627,115.116,550.414,98.343,452.071
377282,20180331,3,ABMD,815094,ABIOMED Inc,112.17,593.749,98.581,192.546,786.375,96.851,689.524
377282,20190331,3,ABMD,815094,ABIOMED Inc,259.016,769.432,129.567,252.197,1054.346,117.456,936.89
380013,20141231,12,FTV,1659166,Fortive Corp,883.4,6337.2,3288,946.7,7355.6,,
380013,20151231,12,FTV,1659166,Fortive Corp,863.8,6178.8,3178.8,1009,7210.6,2031.1,5179.5
380013,20161231,12,FTV,1659166,Fortive Corp,872.3,6224.3,3191.5,1136.9,8189.8,5501.9,2687.9
380013,20171231,12,FTV,1659166,Fortive Corp,1044.5,6656,3357.5,1176.4,10500.6,6710.3,3790.3
380013,20181231,12,FTV,1659166,Fortive Corp,2878.9,6452.7,3131.4,1344.4,12905.6,6310.1,6595.5
380013,20191231,12,FTV,1659166,Fortive Corp,738.9,7320,3639.7,1271.4,17439,10052,7387
380267,20121231,12,MCO,1059556,Moody's Corp,690,2730.3,,823.1,3960.9,3492,385.2
380267,20131231,12,MCO,1059556,Moody's Corp,804.5,2972.5,,926.8,4395.1,3967.2,337
380267,20141231,12,MCO,1059556,Moody's Corp,988.7,3334.3,,1018.6,4669,4626.1,-187.8
380267,20151231,12,MCO,1059556,Moody's Corp,941.3,3484.5,,1153.6,5123.4,5456.4,-565
380267,20161231,12,MCO,1059556,Moody's Corp,266.6,3604.2,,1226.1,5327.3,6354.6,-1225
380267,20171231,12,MCO,1059556,Moody's Corp,1000.6,4204.1,1216,747.5,8594.2,8709.1,-327.7
380267,20181231,12,MCO,1059556,Moody's Corp,1309.6,4442.7,1246,1461.1,9526.2,8869.7,459.9
380267,20191231,12,MCO,1059556,Moody's Corp,1422,4829,1387,1675,10265,9428,612
382190,20161231,12,MNST,865752,Monster Beverage,712.685,3049.393,1107.393,701.355,4153.471,823.762,3329.709
382190,20171231,12,MNST,865752,Monster Beverage,820.678,3369.045,1231.355,987.731,4791.012,895.8,3895.212
382190,20181231,12,MNST,865752,Monster Beverage,993.004,3807.183,1511.808,1161.881,4526.891,915.99,3610.901
382190,20191231,12,MNST,865752,Monster Beverage,1107.835,4200.819,1682.234,1113.762,5150.352,979.071,4171.281
387779,20120630,6,KLAC,319201,KLA Corporation,756.015,3171.944,1330.016,941.617,5100.308,1784.713,3315.595
387779,20130630,6,KLAC,319201,KLA Corporation,543.149,2842.781,1237.452,913.188,5287.357,1805.205,3482.152
387779,20140630,6,KLAC,319201,KLA Corporation,582.755,2929.408,1232.962,778.886,5538.664,1869.318,3669.346
387779,20150630,6,KLAC,319201,KLA Corporation,366.158,2814.049,1215.229,605.906,4826.012,4404.573,421.439
387779,20160630,6,KLAC,319201,KLA Corporation,704.422,2984.493,1163.391,759.696,4962.432,4273.318,689.114
387779,20170630,6,KLAC,319201,KLA Corporation,926.076,3480.014,1287.547,1079.665,5532.173,4205.756,1326.417
387779,20180630,6,KLAC,319201,KLA Corporation,802.265,4036.701,1447.369,1229.12,5619.356,3998.845,1620.511
387779,20190630,6,KLAC,319201,KLA Corporation,1175.617,4568.904,1869.377,1152.632,9008.516,6330.823,2659.108
387825,20170228,2,STZ,16918,Constellation Brands,1535.1,7321.1,3802.1,,18602.4,11717.6,6891.2
387825,20180228,2,STZ,16918,Constellation Brands,2318.9,7580.3,3767.8,,20538.7,12476,8046.1
387825,20190228,2,STZ,16918,Constellation Brands,3435.9,8116,4035.7,,29231.5,16394.3,12551
389148,20121231,12,TFX,96943,Teleflex,-190.057,1551.009,802.784,,3739.497,1957.96,1778.95
389148,20131231,12,TFX,96943,Teleflex,150.881,1696.271,857.326,,4209.007,2292.991,1913.527
389148,20141231,12,TFX,96943,Teleflex,187.679,1839.832,897.404,,3977.255,2063.556,1911.309
389148,20151231,12,TFX,96943,Teleflex,244.863,1809.69,865.287,,3878.516,1867.423,2009.272
389148,20161231,12,TFX,96943,Teleflex,237.377,1868.027,871.827,,3891.213,1751.872,2137.517
389148,20171231,12,TFX,96943,Teleflex,152.53,2146.303,974.501,,6181.492,3750.961,2430.531
389148,20181231,12,TFX,96943,Teleflex,200.802,2448.383,1063.941,,6277.991,3738.013,2539.978
389148,20191231,12,TFX,96943,Teleflex,461.466,2595.362,1103.75,,6309.82,3330.5,2979.32
391006,20120531,5,CTAS,723254,Cintas Corporation,297.637,4102,,,4160.906,2021.771,2139.135
391006,20130531,5,CTAS,723254,Cintas Corporation,315.442,4316.471,,,4345.632,2144.14,2201.492
391006,20140531,5,CTAS,723254,Cintas Corporation,374.442,4551.812,,605.969,4462.452,2269.594,2192.858
391006,20150531,5,CTAS,723254,Cintas Corporation,430.618,4476.886,,580.276,4192.46,2260.005,1932.455
391006,20160531,5,CTAS,723254,Cintas Corporation,693.52,4905.458,,465.845,4104.393,2261.734,1842.659
391006,20170531,5,CTAS,723254,Cintas Corporation,480.708,5323.381,,763.887,6844.057,4541.264,2302.793
391006,20180531,5,CTAS,723254,Cintas Corporation,842.586,6476.632,,964.16,6958.214,3941.688,3016.526
391006,20190531,5,CTAS,723254,Cintas Corporation,884.981,6892.303,,1067.862,7436.662,4433.941,3002.721
391781,20181231,12,SIVB,719739,SVB Financial,973.84,511.656,,933.562,56927.979,51663.136,5116.209
391781,20191231,12,SIVB,719739,SVB Financial,1184.717,880.951,,1164.129,71004.903,64383.823,6470.307
394239,20121231,12,SYK,310764,Stryker Corp.,1298,8657,2781,1657,13206,4609,8597
394239,20131231,12,SYK,310764,Stryker Corp.,1006,9021,2977,1886,15743,6696,9047
394239,20141231,12,SYK,310764,Stryker Corp.,515,9675,3291,1782,17713,9118,8595
394239,20151231,12,SYK,310764,Stryker Corp.,1439,9946,3344,899,16247,7712,8511
394239,20161231,12,SYK,310764,Stryker Corp.,1647,11325,3830,1812,20435,10885,9550
394239,20171231,12,SYK,310764,Stryker Corp.,1020,12444,4271,1559,22197,12217,9966
394239,20181231,12,SYK,310764,Stryker Corp.,3553,13601,4663,2610,27229,15499,11730
394239,20191231,12,SYK,310764,Stryker Corp.,2083,14884,5188,2191,30167,17360,12807
394657,20121231,12,ETN,1551182,Eaton Corporation,1217,16311,11448,1664,35848,20762,15086
394657,20131231,12,ETN,1551182,Eaton Corporation,1861,0,15369,2285,35491,18700,16791
394657,20141231,12,ETN,1551182,Eaton Corporation,1793,0,15646,1878,33529,17743,15786
394657,20151231,12,ETN,1551182,Eaton Corporation,1981,0,14292,2371,31031,15845,15186
394657,20161231,12,ETN,1551182,Eaton Corporation,1925,0,13400,2552,30419,15522,14897
394657,20171231,12,ETN,1551182,Eaton Corporation,2985,20404,13756,2666,32623,15370,17253
394657,20181231,12,ETN,1551182,Eaton Corporation,2145,21609,14511,2658,31092,14985,16107
394657,20191231,12,ETN,1551182,Eaton Corporation,2213,21390,14338,3451,32805,16723,16082
396129,20121231,12,WU,1365135,Western Union Co,1025.9,5664.8,,1185.3,9465.7,8525.1,940.6
396129,20131231,12,WU,1365135,Western Union Co,798.4,5542,,1088.6,10121.3,9016.6,1104.7
396129,20141231,12,WU,1365135,Western Union Co,852.4,5607.2,,1045.9,9890.4,8590,1300.4
396129,20151231,12,WU,1365135,Western Union Co,837.8,5483.7,,1071.1,9458.9,8054,1404.9
396129,20161231,12,WU,1365135,Western Union Co,253.2,5422.9,3266.7,1041.9,9419.6,8517.4,902.2
396129,20171231,12,WU,1365135,Western Union Co,-557.1,5524.3,3353,735.8,9231.4,9722.8,-491.4
396129,20181231,12,WU,1365135,Western Union Co,851.9,5382.6,3300.8,821.3,8996.8,9306.6,-309.8
396129,20191231,12,WU,1365135,Western Union Co,1058.3,5292.1,3086.5,914.6,8758.5,8798,-39.5
396366,20121231,12,XRAY,818479,Dentsply Sirona,314.213,2928.429,1372.042,369.685,4972.297,2722.854,2208.698
396366,20131231,12,XRAY,818479,Dentsply Sirona,313.192,2950.77,1373.358,417.846,5078.047,2500.073,2535.053
396366,20141231,12,XRAY,818479,Dentsply Sirona,322.854,2922.62,1322.831,560.401,4650.265,2328.067,2321.279
396366,20151231,12,XRAY,818479,Dentsply Sirona,251.2,0,1157.1,497.4,4402.9,2063.5,2338
396366,20161231,12,XRAY,818479,Dentsply Sirona,429.9,0,1744.4,563.4,11656.1,3530.2,8114.3
396366,20171231,12,XRAY,818479,Dentsply Sirona,-1550,3993.4,1804.9,601.9,10374.5,3746.6,6616.3
396366,20181231,12,XRAY,818479,Dentsply Sirona,-1011,3986.3,1918.5,499.8,8687,3554,5121.1
396366,20191231,12,XRAY,818479,Dentsply Sirona,262.9,4029.2,1864.1,632.8,8602.9,3508,5092.5
397028,20121231,12,FE,1031296,FirstEnergy Corp,770,15303,,,50406,37322,13084
397028,20131231,12,FE,1031296,FirstEnergy Corp,392,14917,,,50424,37732,12692
397028,20141231,12,FE,1031296,FirstEnergy Corp,299,15049,,2713,52166,39746,12420
397028,20151231,12,FE,1031296,FirstEnergy Corp,578,15026,,3447,52187,39766,12421
397028,20161231,12,FE,1031296,FirstEnergy Corp,-6177,14562,,3371,43148,36907,6241
397028,20171231,12,FE,1031296,FirstEnergy Corp,-1724,14017,,3808,42257,38332,3925
397028,20181231,12,FE,1031296,FirstEnergy Corp,1348,10944,,1410,40063,33249,6814
397028,20191231,12,FE,1031296,FirstEnergy Corp,912,11035,,2467,42301,35326,6975
401886,20120430,4,HRB,12659,H&R Block,265.932,2893.771,1701.695,362.049,4649.567,3323.675,1325.892
401886,20130430,4,HRB,12659,H&R Block,433.948,2905.943,1604.788,497.108,4537.779,3274.232,1263.547
401886,20140430,4,HRB,12659,H&R Block,475.157,3024.295,1627.656,809.581,4693.529,3136.98,1556.549
401886,20150430,4,HRB,12659,H&R Block,473.663,3078.658,1630.49,626.608,4515.42,2682.471,1832.949
401886,20160430,4,HRB,12659,H&R Block,374.267,3038.153,1685.552,532.394,2857.775,2834.672,23.103
401886,20170430,4,HRB,12659,H&R Block,408.945,3036.314,1644.377,550.093,2694.108,2754.991,-60.883
401886,20180430,4,HRB,12659,H&R Block,613.149,3159.931,1739.729,850.003,3140.949,2747.238,393.711
401886,20190430,4,HRB,12659,H&R Block,422.509,3094.881,1756.922,606.538,3299.945,2758.418,541.527
406880,20120630,6,PH,76334,Parker-Hannifin,1151.823,13145.942,9958.337,1530.385,11170.282,6264.552,4896.515
406880,20130630,6,PH,76334,Parker-Hannifin,948.427,13015.704,10086.675,1190.935,12540.898,6799.417,5738.426
406880,20140630,6,PH,76334,Parker-Hannifin,1041.048,13215.971,10188.227,1387.893,13274.362,6611.554,6659.428
406880,20150630,6,PH,76334,Parker-Hannifin,1012.14,12711.744,9655.245,1301.941,12295.037,7187.468,5104.287
406880,20160630,6,PH,76334,Parker-Hannifin,806.84,11360.753,8823.384,1169.843,12056.738,7478.06,4575.255
406880,20170630,6,PH,76334,Parker-Hannifin,983.412,12029.312,9188.962,1302.471,15489.904,10222.558,5261.649
406880,20180630,6,PH,76334,Parker-Hannifin,1060.801,14302.392,10762.841,1600.287,15320.087,9454.594,5859.866
406880,20190630,6,PH,76334,Parker-Hannifin,1512.364,14320.324,10703.484,1730.14,17576.69,11608.538,5961.969
409184,20121231,12,AWK,1410636,American Water Works Company Inc,358.07,2876.889,,955.598,14718.976,10275.708,4443.268
409184,20131231,12,AWK,1410636,American Water Works Company Inc,369.264,2901.858,,896.162,15069.533,10341.729,4727.804
409184,20141231,12,AWK,1410636,American Water Works Company Inc,423.108,3011.328,,1097.287,16130.956,11215.365,4915.591
409184,20181231,12,AWK,1410636,American Water Works Company Inc,567,3417,,1386,21223,15359,5864
409184,20191231,12,AWK,1410636,American Water Works Company Inc,621,3587,,1383,22682,16561,6121
409561,20121231,12,SWK,93556,Stanley Black & Decker,883.8,10190.5,6485.9,966.2,15844,9176.9,6667.1
409561,20131231,12,SWK,93556,Stanley Black & Decker,490.3,11001.2,7068.3,868,16535.1,9735.9,6799.2
409561,20141231,12,SWK,93556,Stanley Black & Decker,760.9,11338.6,7235.9,1295.9,15849.1,9420,6429.1
409561,20151231,12,SWK,93556,Stanley Black & Decker,883.7,11171.8,7099.8,1182.3,15172.3,9360.7,5811.6
409561,20161231,12,SWK,93556,Stanley Black & Decker,965.3,11406.9,7139.7,1485.2,15634.9,9267.9,6367
409561,20171231,12,SWK,93556,Stanley Black & Decker,1226,12747.2,7969.2,1418.6,19079.9,10782.8,8297.1
409561,20181231,12,SWK,93556,Stanley Black & Decker,605.2,13982.4,9131.3,1260.9,19408,11571.8,7836.2
409561,20191231,12,SWK,93556,Stanley Black & Decker,955.8,14442.2,9636.7,1505.7,20596.6,11460.3,9136.3
410663,20120331,3,TTWO,946581,Take-Two Interactive,-108.816,825.823,528.855,-84.964,1149.427,553.7,595.727
410663,20130331,3,TTWO,946581,Take-Two Interactive,-29.491,1214.483,715.837,-4.567,1277.839,689.844,587.995
410663,20140331,3,TTWO,946581,Take-Two Interactive,361.605,2350.568,1414.327,700.262,1799.63,997.824,801.806
410663,20150331,3,TTWO,946581,Take-Two Interactive,-279.47,1082.938,794.867,212.814,2231.1,1668.012,563.088
410663,20160331,3,TTWO,946581,Take-Two Interactive,-8.302,1413.698,813.873,261.305,2590.277,2008.892,581.385
410663,20170331,3,TTWO,946581,Take-Two Interactive,67.303,1779.748,1022.959,331.429,3149.154,2145.426,1003.728
410663,20180331,3,TTWO,946581,Take-Two Interactive,173.533,1792.892,898.311,393.947,3737.841,2248.871,1488.97
410663,20190331,3,TTWO,946581,Take-Two Interactive,333.837,2668.394,1523.644,843.515,4243.065,2202.485,2040.58
411499,20121231,12,TRV,86312,The Travelers Companies Inc.,2454,25740,,,104938,79533,25405
411499,20131231,12,TRV,86312,The Travelers Companies Inc.,3646,26191,,,103812,79016,24796
411499,20141231,12,TRV,86312,The Travelers Companies Inc.,3692,27162,,,103078,78242,24836
411499,20151231,12,TRV,86312,The Travelers Companies Inc.,3439,26800,,3434,100184,76586,23598
411499,20161231,12,TRV,86312,The Travelers Companies Inc.,3014,27625,,4202,100245,77024,23221
411499,20171231,12,TRV,86312,The Travelers Companies Inc.,2056,28902,,3762,103483,79752,23731
411499,20181231,12,TRV,86312,The Travelers Companies Inc.,2523,30282,,4380,104233,81339,22894
411499,20191231,12,TRV,86312,The Travelers Companies Inc.,2622,31581,,5205,110122,84179,25943
414923,20121231,12,MSI,68505,Motorola Solutions Inc.,881,8698,2844,1068,12679,9414,3265
414923,20131231,12,MSI,68505,Motorola Solutions Inc.,1099,8696,2852,944,11851,8192,3659
414923,20141231,12,MSI,68505,Motorola Solutions Inc.,1299,5881,3050,-685,10423,7688,2735
414923,20151231,12,MSI,68505,Motorola Solutions Inc.,610,5695,1625,1005,8387,8493,-106
414923,20161231,12,MSI,68505,Motorola Solutions Inc.,560,6038,1649,1165,8463,9427,-964
414923,20171231,12,MSI,68505,Motorola Solutions Inc.,-155,6380,1686,1346,8208,9950,-1742
414923,20181231,12,MSI,68505,Motorola Solutions Inc.,966,7343,3863,1075,9409,10702,-1293
414923,20191231,12,MSI,68505,Motorola Solutions Inc.,868,7887,3956,1823,10642,11342,-700
420881,20161231,12,JNJ,200406,Johnson & Johnson,16540,71890,21685,18767,141208,70790,70418
420881,20171231,12,JNJ,200406,Johnson & Johnson,1300,76450,25354,21056,157303,97143,60160
420881,20181231,12,JNJ,200406,Johnson & Johnson,15297,81581,27091,22201,152954,93202,59752
420881,20191231,12,JNJ,200406,Johnson & Johnson,15119,82059,27556,23416,157728,98257,59471
421115,20121231,12,JBHT,728535,J. B. Hunt Transport Services,310.354,5054.98,,548.044,2464.641,1672.781,791.86
421115,20131231,12,JBHT,728535,J. B. Hunt Transport Services,342.382,5584.571,,574.351,2819.404,1806.952,1012.452
421115,20141231,12,JBHT,728535,J. B. Hunt Transport Services,374.792,6165.441,,646.779,3397.117,2192.594,1204.523
421115,20151231,12,JBHT,728535,J. B. Hunt Transport Services,427.235,6187.646,,873.308,3636.567,2336.215,1300.352
421115,20161231,12,JBHT,728535,J. B. Hunt Transport Services,432.09,6555.459,,854.143,3828.988,2414.927,1414.061
421115,20171231,12,JBHT,728535,J. B. Hunt Transport Services,686.263,7189.568,,855.153,4465.349,2626.024,1839.325
425144,20120131,1,HD,354950,Home Depot,3883,70395,46133,6651,40518,22620,17898
