gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
806476,20171231,12,CHD,313927,Church & Dwight,743.4,3776.2,2046.6,681.5,6014.8,3796.8,2218
806476,20181231,12,CHD,313927,Church & Dwight,568.6,4145.9,2305.1,763.6,6069.2,3615.4,2453.8
806476,20191231,12,CHD,313927,Church & Dwight,615.9,4357.7,2373.7,864.5,6657.4,3989.6,2667.8
807922,20121231,12,AJG,354190,Arthur J. Gallagher & Co.,195,2520.3,111.6,343,5352.3,3693.7,1658.6
807922,20131231,12,AJG,354190,Arthur J. Gallagher & Co.,268.6,3179.6,437.3,349.9,6860.5,4775,2085.5
807922,20141231,12,AJG,354190,Arthur J. Gallagher & Co.,303.4,4626.5,1058.9,,10010,6780.6,3229.4
807922,20151231,12,AJG,354190,Arthur J. Gallagher & Co.,356.8,5392.4,,,10913.8,7225.6,3638.3
807922,20161231,12,AJG,354190,Arthur J. Gallagher & Co.,414.4,5594.8,1408.6,649.6,11489.6,7833.8,3596.6
807922,20171231,12,AJG,354190,Arthur J. Gallagher & Co.,463.1,6159.6,1635.9,854.2,12897.4,8732.5,4105.2
807922,20181231,12,AJG,354190,Arthur J. Gallagher & Co.,633.5,6934,1816,765.1,16334,11764.3,4498.9
807922,20191231,12,AJG,354190,Arthur J. Gallagher & Co.,668.8,7195,1352.8,1119.2,19634.8,14419.3,5155.5
808429,20170630,6,COTY,1024305,"Coty, Inc",-422.2,7650.3,3028.5,757.5,22548.2,12679.4,9314.7
808429,20180630,6,COTY,1024305,"Coty, Inc",-168.8,9398,3608.4,413.7,22630.2,13113.7,8849.7
808429,20190630,6,COTY,1024305,"Coty, Inc",-3784.2,8648.5,3306.5,639.6,17665.4,12620.2,4586.9
810276,20170430,4,BF.B,14693,Brown-Forman Corp.,669,2994,973,639,4625,3255,1370
810276,20180430,4,BF.B,14693,Brown-Forman Corp.,717,3248,1046,632,4976,3660,1316
810276,20190430,4,BF.B,14693,Brown-Forman Corp.,835,3324,1158,800,5139,3492,1647
818104,20121231,12,MDLZ,1103982,Mondelez International,3028,35015,21939,3923,75478,43123,32215
818104,20131231,12,MDLZ,1103982,Mondelez International,3915,35299,22189,6410,72557,40025,32373
818104,20141231,12,MDLZ,1103982,Mondelez International,2184,34244,21647,3562,66815,38962,27750
818104,20151231,12,MDLZ,1103982,Mondelez International,7267,29636,18124,3728,62843,34743,28012
818104,20161231,12,MDLZ,1103982,Mondelez International,1659,25923,15795,2838,61538,36323,25161
818104,20171231,12,MDLZ,1103982,Mondelez International,2922,25896,15831,2593,63109,36918,26111
818104,20181231,12,MDLZ,1103982,Mondelez International,3381,25938,15586,3948,62729,37016,25637
818104,20191231,12,MDLZ,1103982,Mondelez International,3870,25868,15531,3965,64549,37198,27275
821276,20120131,1,CRM,1108524,Salesforce.com,-11.572,2266.539,488.886,591.507,4164.154,2498.053,1587.36
821276,20130131,1,CRM,1108524,Salesforce.com,-270.445,3050.195,683.579,736.897,5528.956,3157.711,2317.633
821276,20140131,1,CRM,1108524,Salesforce.com,-232.175,4071.003,968.428,875.469,9152.93,6087.715,3038.51
821276,20150131,1,CRM,1108524,Salesforce.com,-262.688,5373.586,,1173.714,10692.982,6717.799,3975.183
821276,20160131,1,CRM,1108524,Salesforce.com,-47.426,6667.216,,1612.585,12770.772,7767.903,5002.869
821276,20170131,1,CRM,1108524,Salesforce.com,179.632,8391.984,2234,2162.198,17584.923,10084.796,7500.127
821276,20180131,1,CRM,1108524,Salesforce.com,127.478,10540,2773,2737.965,21009.802,11617.439,9388.496
821276,20190131,1,CRM,1108524,Salesforce.com,1110,13282,3451,3398,30737,15132,15605
821276,20200131,1,CRM,1108524,Salesforce.com,126,17098,4235,4331,55126,21241,33885
823510,20121231,12,SO,92122,Southern Company,2350,16537,,4898,63149,43770,19004
823510,20131231,12,SO,92122,Southern Company,1644,17087,,6097,64546,44407,19008
823510,20141231,12,SO,92122,Southern Company,2031,18467,,5815,70923,49583,19949
823510,20151231,12,SO,92122,Southern Company,2435,17489,,6274,78318,56175,20592
823510,20161231,12,SO,92122,Southern Company,2448,19896,,4894,109697,82803,24758
823510,20171231,12,SO,92122,Southern Company,842,23031,,6395,111005,85153,24167
826632,20120630,6,CLX,21076,The Clorox Company,541,5468,3164,612,4355,4490,-135
826632,20130630,6,CLX,21076,The Clorox Company,572,5623,3211,775,4311,4165,146
826632,20140630,6,CLX,21076,The Clorox Company,558,5591,3231,767,4258,4104,154
826632,20150630,6,CLX,21076,The Clorox Company,580,5655,3190,874,4164,4046,118
826632,20160630,6,CLX,21076,The Clorox Company,648,5761,3163,778,4518,4221,297
826632,20170630,6,CLX,21076,The Clorox Company,701,5973,3302,868,4573,4031,542
826632,20180630,6,CLX,21076,The Clorox Company,823,6124,3449,974,5060,4334,726
826632,20190630,6,CLX,21076,The Clorox Company,820,6214,3486,992,5116,4557,559
834440,20121231,12,ALL,899051,Allstate Corp,2306,33315,,3054,126947,106367,20580
834440,20131231,12,ALL,899051,Allstate Corp,2280,34507,,4242,123520,102040,21480
834440,20141231,12,ALL,899051,Allstate Corp,2850,35239,,3236,108533,86229,22304
834440,20151231,12,ALL,899051,Allstate Corp,2171,35653,,3616,104656,84631,20025
834440,20161231,12,ALL,899051,Allstate Corp,1877,36534,,3993,108610,88037,20573
834440,20171231,12,ALL,899051,Allstate Corp,3189,38524,,4314,112422,89871,22551
834440,20181231,12,ALL,899051,Allstate Corp,2252,39815,,5175,112249,90937,21312
834440,20191231,12,ALL,899051,Allstate Corp,4847,44675,,5129,119950,93952,25998
835190,20121231,12,OXY,797468,Occidental Petroleum,4598,24172,7844,11312,64210,24194,40016
835190,20131231,12,OXY,797468,Occidental Petroleum,5903,24455,7562,12927,69443,26317,43126
835190,20141231,12,OXY,797468,Occidental Petroleum,616,19312,6803,11068,56259,21300,34959
835190,20151231,12,OXY,797468,Occidental Petroleum,-7829,12480,5804,3351,43437,19087,24350
835190,20161231,12,OXY,797468,Occidental Petroleum,-574,10090,5189,3383,43109,21612,21497
835190,20171231,12,OXY,797468,Occidental Petroleum,1311,12508,5594,4996,42026,21454,20572
835190,20181231,12,OXY,797468,Occidental Petroleum,4131,17824,6568,7669,43854,44026,-172
835190,20191231,12,OXY,797468,Occidental Petroleum,-985,20393,2791,7375,109330,75098,34232
836362,20121231,12,AMT,1053507,American Tower Corp.,637.283,2875.96,,1414.391,14089.129,10404.948,3573.101
836362,20131231,12,AMT,1053507,American Tower Corp.,551.333,3361.407,,,20272.571,16682.531,3534.165
836362,20141231,12,AMT,1053507,American Tower Corp.,824.91,4100.048,,,21331.545,17278.193,3953.56
836362,20151231,12,AMT,1053507,American Tower Corp.,685.074,4771.516,,,26904.272,20191.454,6651.679
836362,20161231,12,AMT,1053507,American Tower Corp.,956.425,5785.668,,2701.7,30879.15,22811.73,6763.895
836362,20171231,12,AMT,1053507,American Tower Corp.,1238.9,6663.9,34.6,2925.6,33214.3,25260,6241.5
836362,20181231,12,AMT,1053507,American Tower Corp.,1236.4,7440.1,49.1,3748.3,33010.4,26106,5336.1
836362,20191231,12,AMT,1053507,American Tower Corp.,1887.8,7580.3,43.1,3752.6,42801.6,36214.7,5055.4
840203,20121231,12,WLTW,1140536,Willis Towers Watson,-446,3480,,525,15112,13387,1699
840203,20131231,12,WLTW,1140536,Willis Towers Watson,365,3655,,561,14800,12557,2215
840203,20141231,12,WLTW,1140536,Willis Towers Watson,362,3802,,477,15435,13369,1985
840203,20151231,12,WLTW,1140536,Willis Towers Watson,373,3829,,243,18839,16426,2229
840203,20161231,12,WLTW,1140536,Willis Towers Watson,420,7887,,920,30253,20019,10065
840203,20171231,12,WLTW,1140536,Willis Towers Watson,568,8202,,862,32458,22181,10126
840203,20181231,12,WLTW,1140536,Willis Towers Watson,695,8413,,1288,32385,22388,9852
840203,20191231,12,WLTW,1140536,Willis Towers Watson,1044,9039,,1081,35426,25057,10249
841437,20121231,12,ETR,65984,Entergy Corp.,846.673,10302.079,,2940.285,43202.502,34005.413,9197.089
841437,20161231,12,ETR,65984,Entergy Corp.,-583.618,10845.645,,2998.699,45904.434,37822.625,8081.809
841437,20171231,12,ETR,65984,Entergy Corp.,411.612,11074.481,,2623.5,46707.149,38714.634,7992.515
841437,20181231,12,ETR,65984,Entergy Corp.,848.661,11009.452,,2385.247,48275.066,39430.761,8844.305
841437,20191231,12,ETR,65984,Entergy Corp.,1241.226,10878.673,,2816.627,51723.912,41500.237,10223.675
842524,20121231,12,ABBV,1551152,AbbVie Inc.,5275,18380,4508,,27008,27358,-350
842524,20131231,12,ABBV,1551152,AbbVie Inc.,4128,18790,4581,,29198,24706,4492
842524,20141231,12,ABBV,1551152,AbbVie Inc.,1774,19960,4426,,27547,25805,1742
842524,20151231,12,ABBV,1551152,AbbVie Inc.,5144,22859,4500,,53050,49105,3945
842524,20161231,12,ABBV,1551152,AbbVie Inc.,5953,25638,5833,,66099,61463,4636
842524,20171231,12,ABBV,1551152,AbbVie Inc.,5309,28216,7040,9960,70786,65689,5097
842524,20181231,12,ABBV,1551152,AbbVie Inc.,5687,32753,7718,13427,59352,67798,-8446
842524,20191231,12,ABBV,1551152,AbbVie Inc.,7882,33266,7439,13324,89115,97287,-8172
848540,20121231,12,WMB,107263,Williams Cos.,859,7486,3496,1835,24327,19575,4752
848540,20131231,12,WMB,107263,Williams Cos.,430,6860,,2217,27142,22278,4864
848540,20141231,12,WMB,107263,Williams Cos.,2114,7637,,2115,50563,41786,8777
848540,20151231,12,WMB,107263,Williams Cos.,-571,7360,,2678,49020,42872,6148
848540,20161231,12,WMB,107263,Williams Cos.,-424,7499,,3664,46835,42192,4643
848540,20171231,12,WMB,107263,Williams Cos.,2174,8031,,2556,46352,36696,9656
848540,20181231,12,WMB,107263,Williams Cos.,-155,8604,,3293,45302,30642,14660
848540,20191231,12,WMB,107263,Williams Cos.,850,8201,,3693,46040,32677,13363
848911,20120331,3,EA,712515,Electronic Arts,76,4143,1598,,5491,3033,2458
848911,20130331,3,EA,712515,Electronic Arts,98,3797,1388,,5070,2803,2267
848911,20140331,3,EA,712515,Electronic Arts,8,3575,1347,,5716,3294,2422
848911,20150331,3,EA,712515,Electronic Arts,875,4515,1028,,6147,3080,3036
848911,20160331,3,EA,712515,Electronic Arts,1156,4396,938,,7050,3652,3396
848911,20170331,3,EA,712515,Electronic Arts,967,4845,1298,,7718,3658,4060
848911,20180331,3,EA,712515,Electronic Arts,1043,5150,1277,,8584,3989,4595
848911,20190331,3,EA,712515,Electronic Arts,1019,4950,1322,,8957,3626,5331
853980,20121231,12,USB,36104,U.S. Bancorp,5647,20288,,7958,353855,313588,38998
853980,20131231,12,USB,36104,U.S. Bancorp,5836,19602,,,364021,322214,41113
853980,20141231,12,USB,36104,U.S. Bancorp,5851,20161,,,402529,358361,43479
853980,20151231,12,USB,36104,U.S. Bancorp,5879,20306,,,421853,375036,46131
853980,20161231,12,USB,36104,U.S. Bancorp,5888,21308,,5336,445964,398031,47298
853980,20171231,12,USB,36104,U.S. Bancorp,6218,22057,,6472,462040,412374,49040
853980,20181231,12,USB,36104,U.S. Bancorp,7096,22637,,10564,467374,415717,51029
857761,20121231,12,XRX,108772,Xerox,1195,21737,3791,,30015,18002,11521
857761,20131231,12,XRX,108772,Xerox,1159,21435,3616,,29036,16268,12300
857761,20141231,12,XRX,108772,Xerox,969,19540,3269,2063,27658,16600,10634
857761,20151231,12,XRX,108772,Xerox,474,18045,2961,1611,24817,15351,9074
857761,20161231,12,XRX,108772,Xerox,-477,10771,2657,1095,18145,13090,4803
857761,20171231,12,XRX,108772,Xerox,195,10265,2491,34,15946,10439,5256
857761,20181231,12,XRX,108772,Xerox,361,9830,,1140,14874,9621,5005
858269,20120630,6,CAH,721371,Cardinal Health Inc.,1069,107552,103011,1176,24260,18016,6244
858269,20130630,6,CAH,721371,Cardinal Health Inc.,334,101093,96172,1727,25819,19844,5975
858269,20140630,6,CAH,721371,Cardinal Health Inc.,1166,91084,85923,2524,26033,19632,6401
858269,20150630,6,CAH,721371,Cardinal Health Inc.,1215,102531,96819,2540,30142,23886,6256
858269,20160630,6,CAH,721371,Cardinal Health Inc.,1427,121546,115003,2971,34122,27568,6554
858269,20170630,6,CAH,721371,Cardinal Health Inc.,1294,129976,123432,1184,40112,33304,6808
858269,20180630,6,CAH,721371,Cardinal Health Inc.,256,136809,129628,2768,39951,33892,6059
858269,20190630,6,CAH,721371,Cardinal Health Inc.,1363,145534,138700,2722,40963,34635,6328
858898,20121231,12,CL,21665,Colgate-Palmolive,2472,17085,7153,3196,13394,11004,2189
858898,20131231,12,CL,21665,Colgate-Palmolive,2241,17420,7219,3204,13876,11340,2305
858898,20141231,12,CL,21665,Colgate-Palmolive,2180,17277,7168,3298,13459,12074,1145
858898,20151231,12,CL,21665,Colgate-Palmolive,1384,16034,6635,2949,11958,12002,-299
858898,20161231,12,CL,21665,Colgate-Palmolive,2441,15195,6072,3141,12123,12106,-243
858898,20171231,12,CL,21665,Colgate-Palmolive,2024,15454,6174,3054,12676,12433,-60
858898,20181231,12,CL,21665,Colgate-Palmolive,2400,15544,6313,3056,12161,11964,-102
858898,20191231,12,CL,21665,Colgate-Palmolive,2367,15693,6368,3133,15034,14476,117
859508,20121231,12,AEE,1002910,Ameren Corp,-974,6828,,1690,21835,15219,6616
859508,20131231,12,AEE,1002910,Ameren Corp,289,5838,,1693,21042,14498,6544
859508,20141231,12,AEE,1002910,Ameren Corp,586,6053,,1551,22676,15963,6713
859508,20151231,12,AEE,1002910,Ameren Corp,630,6098,,2017,23640,16694,6946
859508,20161231,12,AEE,1002910,Ameren Corp,653,6076,,2123,24699,17596,7103
859508,20171231,12,AEE,1002910,Ameren Corp,523,6177,,2104,25945,18761,7184
859508,20181231,12,AEE,1002910,Ameren Corp,815,6291,,2170,27215,19584,7631
860990,20121231,12,PFE,78003,Pfizer Inc.,14570,58986,11334,17054,185798,104120,81260
860990,20131231,12,PFE,78003,Pfizer Inc.,22003,51584,9586,17765,172101,95481,76307
860990,20161231,12,PFE,78003,Pfizer Inc.,7215,52824,12329,15901,171615,111776,59544
860990,20171231,12,PFE,78003,Pfizer Inc.,21308,52546,11240,16470,171797,100141,71308
860990,20181231,12,PFE,78003,Pfizer Inc.,11153,53647,11248,15827,159422,95664,63407
860990,20191231,12,PFE,78003,Pfizer Inc.,16273,51750,10219,12588,167489,104042,63143
864341,20121231,12,RCL,884887,Royal Caribbean Cruises Ltd,18.287,7688.024,5157.434,1381.734,19827.93,11519.181,8308.749
864341,20131231,12,RCL,884887,Royal Caribbean Cruises Ltd,473.692,7959.894,5305.27,1412.068,20072.947,11264.682,8808.265
864341,20141231,12,RCL,884887,Royal Caribbean Cruises Ltd,764.146,8073.855,5306.281,1743.759,20713.19,12428.831,8284.359
864341,20151231,12,RCL,884887,Royal Caribbean Cruises Ltd,665.783,8299.074,5099.393,1946.366,20921.855,12858.816,8063.039
864341,20161231,12,RCL,884887,Royal Caribbean Cruises Ltd,1283.388,8496.401,5015.539,2516.69,22310.324,13188.912,9121.412
864341,20171231,12,RCL,884887,Royal Caribbean Cruises Ltd,1625.133,8777.845,4896.579,2874.566,22296.317,11658.623,10702.303
864341,20181231,12,RCL,884887,Royal Caribbean Cruises Ltd,1811.042,9493.849,5262.207,3479.139,27698.27,16050.789,11105.461
864341,20191231,12,RCL,884887,Royal Caribbean Cruises Ltd,1878.887,10950.661,6062.765,3716.366,30320.284,17586.457,12163.846
872241,20121231,12,L,60086,Loews Corp.,568,14552,,2854,80021,55345,19459
872241,20131231,12,L,60086,Loews Corp.,595,15053,,2097,79939,55033,19458
872241,20141231,12,L,60086,Loews Corp.,591,14325,,,78367,53717,19280
872241,20151231,12,L,60086,Loews Corp.,260,13415,,,76029,53219,17561
872241,20161231,12,L,60086,Loews Corp.,654,13105,271,2253,76594,53233,18163
872241,20171231,12,L,60086,Loews Corp.,1164,13735,299,2590,79586,55020,19204
872241,20181231,12,L,60086,Loews Corp.,636,3886,923,4222,78316,56930,18518
872241,20191231,12,L,60086,Loews Corp.,932,14931,1082,1741,82243,60313,19119
873565,20121231,12,VMC,1396009,Vulcan Materials,-52.593,2567.31,2233.284,238.475,8126.599,4365.537,3761.062
873565,20131231,12,VMC,1396009,Vulcan Materials,24.382,2770.709,2343.829,356.499,8259.143,4321.037,3938.106
873565,20141231,12,VMC,1396009,Vulcan Materials,204.923,2994.169,2406.587,260.336,8061.902,3885.203,4176.699
873565,20151231,12,VMC,1396009,Vulcan Materials,221.177,3422.181,2564.648,503.378,8301.632,3847.444,4454.188
873565,20161231,12,VMC,1396009,Vulcan Materials,419.491,3592.667,2591.85,644.588,8471.475,3898.999,4572.476
873565,20171231,12,VMC,1396009,Vulcan Materials,601.185,3890.296,2889.735,644.678,9504.891,4535.998,4968.893
873565,20181231,12,VMC,1396009,Vulcan Materials,515.805,4382.869,3281.924,832.777,9832.13,4629.227,5202.903
873565,20191231,12,VMC,1396009,Vulcan Materials,617.662,4929.103,3673.202,984.122,10648.793,5026.936,5621.857
875711,20120930,9,DHI,882184,D. R. Horton,956.3,4354,,-298.1,7248.2,3653.5,3592.1
875711,20130930,9,DHI,882184,D. R. Horton,462.7,6259.3,,-1231.1,8856.4,4795,4058.5
875711,20140930,9,DHI,882184,D. R. Horton,533.5,8024.9,,-661.4,10202.5,5082.8,5115.8
875711,20150930,9,DHI,882184,D. R. Horton,750.7,10824,,700.4,11151,5255.6,5894.3
875711,20160930,9,DHI,882184,D. R. Horton,886.3,12157.4,9502.6,618,11558.9,4765.9,6792.5
875711,20170930,9,DHI,882184,D. R. Horton,1038.4,14091,11042.8,435.1,12184.6,4437,7747.1
875711,20180930,9,DHI,882184,D. R. Horton,1460.3,16068,12398.1,545.2,14114.6,4955.7,8984.4
875711,20190930,9,DHI,882184,D. R. Horton,1618.5,17592.9,13720.9,892.1,15606.6,5311.5,10020.9
876954,20121231,12,FB,1326801,"Facebook, Inc.",53,5089,1364,1612,15103,3348,11755
876954,20131231,12,FB,1326801,"Facebook, Inc.",1500,7872,1875,4222,17895,2425,15470
876954,20141231,12,FB,1326801,"Facebook, Inc.",2940,12466,2153,5457,40184,4088,36096
876954,20151231,12,FB,1326801,"Facebook, Inc.",3688,17928,2867,8599,49407,5189,44218
876954,20161231,12,FB,1326801,"Facebook, Inc.",10217,27638,3789,16108,64961,5767,59194
876954,20171231,12,FB,1326801,"Facebook, Inc.",15934,40653,5454,24216,84524,10177,74347
876954,20181231,12,FB,1326801,"Facebook, Inc.",22112,55838,9355,29274,97334,13207,84127
876954,20191231,12,FB,1326801,"Facebook, Inc.",18485,70697,12770,36314,133376,32322,101054
877530,20121231,12,PEG,788784,Public Serv. Enterprise Inc.,1275,9781,,2787,31725,20945,10780
877530,20131231,12,PEG,788784,Public Serv. Enterprise Inc.,1243,9968,,3158,32522,20914,11608
877530,20141231,12,PEG,788784,Public Serv. Enterprise Inc.,1518,10886,,3160,35333,23148,12185
877530,20151231,12,PEG,788784,Public Serv. Enterprise Inc.,1679,10415,,3919,37535,24469,13066
877530,20161231,12,PEG,788784,Public Serv. Enterprise Inc.,887,9061,2901,3311,40070,26940,13130
877530,20171231,12,PEG,788784,Public Serv. Enterprise Inc.,1574,9084,2778,3261,42716,28869,13847
877530,20181231,12,PEG,788784,Public Serv. Enterprise Inc.,1438,9696,3225,2913,45326,30949,14377
877530,20191231,12,PEG,788784,Public Serv. Enterprise Inc.,1693,10076,3372,3379,47730,32641,15089
879935,20121231,12,ORLY,898173,O'Reilly Automotive,585.746,6182.184,3084.766,1251.555,5749.187,3640.88,2108.307
879935,20131231,12,ORLY,898173,O'Reilly Automotive,670.292,6649.237,3280.236,908.026,6067.208,4100.887,1966.321
879935,20141231,12,ORLY,898173,O'Reilly Automotive,778.182,7216.081,3507.18,1190.43,6540.301,4521.883,2018.418
879935,20151231,12,ORLY,898173,O'Reilly Automotive,931.216,7966.674,3804.031,1281.476,6676.684,4715.37,1961.314
879935,20161231,12,ORLY,898173,O'Reilly Automotive,1037.691,8593.096,4084.085,1454.167,7204.189,5577.053,1627.136
879935,20171231,12,ORLY,898173,O'Reilly Automotive,1133.804,8977.726,4257.043,1403.687,7571.885,6918.839,653.046
879935,20181231,12,ORLY,898173,O'Reilly Automotive,1324.487,9536.428,4496.462,1727.555,7980.789,7627.122,353.667
879935,20191231,12,ORLY,898173,O'Reilly Automotive,1391.042,10149.985,4755.294,1708.479,10717.16,10319.82,397.34
881531,20121231,12,NSC,702165,Norfolk Southern Corp.,1749,11040,,3065,30342,20582,9760
881531,20131231,12,NSC,702165,Norfolk Southern Corp.,1910,11245,,3078,32483,21194,11289
881531,20141231,12,NSC,702165,Norfolk Southern Corp.,2000,11624,,2852,33241,20833,12408
881531,20151231,12,NSC,702165,Norfolk Southern Corp.,1556,10511,,,34260,22072,12188
881531,20161231,12,NSC,702165,Norfolk Southern Corp.,1663,9888,,3034,34892,22483,12409
881531,20171231,12,NSC,702165,Norfolk Southern Corp.,5400,10551,,3253,35711,19352,16359
881531,20181231,12,NSC,702165,Norfolk Southern Corp.,2660,11458,,3726,36239,20877,15362
881531,20191231,12,NSC,702165,Norfolk Southern Corp.,2722,11296,,3892,37923,22739,15184
884304,20120531,5,PAYX,723531,Paychex Inc.,548,2229.8,,706.6,6479.6,4875.1,1604.5
884304,20130531,5,PAYX,723531,Paychex Inc.,569,2326.2,,675.3,6163.7,4390,1773.7
884304,20140531,5,PAYX,723531,Paychex Inc.,627.5,2518.9,,880.9,6370.1,4593.1,1777
884304,20150531,5,PAYX,723531,Paychex Inc.,674.9,2739.6,,,6482.5,4697,1785.5
884304,20160531,5,PAYX,723531,Paychex Inc.,756.8,2951.9,,1018.2,6440.8,4529.1,1911.7
884304,20170531,5,PAYX,723531,Paychex Inc.,817.3,3151.3,,960.4,6833.7,4878.4,1955.3
884304,20180531,5,PAYX,723531,Paychex Inc.,933.7,3380.9,,1276.4,7463.7,5439.2,2024.5
884304,20190531,5,PAYX,723531,Paychex Inc.,1034.4,3691.9,,1271.5,8676,6056.5,2619.5
884384,20121231,12,TXT,217346,Textron Inc.,589,12237,10019,927,13033,10042,2991
884384,20131231,12,TXT,217346,Textron Inc.,498,12104,10131,810,12944,8560,4384
884384,20141231,12,TXT,217346,Textron Inc.,600,13878,11421,1208,14605,10333,4272
884384,20151231,12,TXT,217346,Textron Inc.,697,13423,10979,1090,14708,9744,4964
884384,20161231,12,TXT,217346,Textron Inc.,962,13788,11311,1012,15358,9784,5574
884384,20171231,12,TXT,217346,Textron Inc.,307,14198,11795,953,15340,9693,5647
884384,20181231,12,TXT,217346,Textron Inc.,1222,13972,11594,1107,14264,9072,5192
884384,20191231,12,TXT,217346,Textron Inc.,815,13630,11406,1014,15018,9500,5518
885348,20120531,5,NKE,320187,Nike,2223,24128,13657,1899,15465,5084,10381
885348,20130531,5,NKE,320187,Nike,2485,25313,14279,3027,17584,6428,11156
885348,20140531,5,NKE,320187,Nike,2693,27799,15353,3003,18594,7770,10824
885348,20150531,5,NKE,320187,Nike,3273,30601,16534,4680,21600,8893,12707
885348,20160531,5,NKE,320187,Nike,3760,32376,17405,3096,21396,9138,12258
885348,20170531,5,NKE,320187,Nike,4240,34350,19038,3640,23259,10852,12407
885348,20180531,5,NKE,320187,Nike,1933,36397,20441,4955,22536,12724,9812
885348,20190531,5,NKE,320187,Nike,4029,39117,21643,5903,23717,14677,9040
887053,20121231,12,PPL,922224,PPL Corp.,1526,12286,,2764,43634,33154,10480
887053,20131231,12,PPL,922224,PPL Corp.,1130,11860,,2857,46259,33793,12466
887053,20141231,12,PPL,922224,PPL Corp.,1737,11499,,3403,48864,35236,13628
887053,20151231,12,PPL,922224,PPL Corp.,682,7669,,2615,39301,29382,9919
887053,20161231,12,PPL,922224,PPL Corp.,1902,7517,,2890,38315,28416,9899
887053,20171231,12,PPL,922224,PPL Corp.,1126,7447,,2461,41479,30718,10761
887053,20181231,12,PPL,922224,PPL Corp.,1827,7779,,2821,43396,31739,11657
887053,20191231,12,PPL,922224,PPL Corp.,1746,7769,,2427,45680,32689,12991
890128,20121231,12,CINF,20286,Cincinnati Financial,421,4111,,638,16548,11095,5453
890128,20131231,12,CINF,20286,Cincinnati Financial,517,4531,,796,17662,11592,6070
890128,20141231,12,CINF,20286,Cincinnati Financial,525,4945,,873,18753,12180,6573
890128,20151231,12,CINF,20286,Cincinnati Financial,634,5142,,1064,18888,12461,6427
890128,20161231,12,CINF,20286,Cincinnati Financial,591,5449,,1103,20386,13326,7060
890128,20171231,12,CINF,20286,Cincinnati Financial,1045,5732,,1052,21843,13600,8243
890128,20181231,12,CINF,20286,Cincinnati Financial,287,5407,,1181,21935,14102,7833
890128,20191231,12,CINF,20286,Cincinnati Financial,1997,7924,,1208,25408,15544,9864
890963,20120630,6,EL,1001250,Estée Lauder Companies,856.9,9713.6,1995.8,,6593,3859.8,2733.2
890963,20130630,6,EL,1001250,Estée Lauder Companies,1019.8,10181.7,2025.9,,7145.2,3858.3,3286.9
890963,20140630,6,EL,1001250,Estée Lauder Companies,1204.1,10968.8,2158.2,,7868.8,4013.9,3854.9
890963,20150630,6,EL,1001250,Estée Lauder Companies,1088.9,10780.4,2100.6,1943,8239.2,4596,3643.2
890963,20160630,6,EL,1001250,Estée Lauder Companies,1114.6,11262.3,2181.1,1789,9223.3,5651.4,3571.9
890963,20170630,6,EL,1001250,Estée Lauder Companies,1249,11824,2437,1800,11568,7184,4384
890963,20180630,6,EL,1001250,Estée Lauder Companies,1108,13683,2844,2573,12567,7879,4688
890963,20190630,6,EL,1001250,Estée Lauder Companies,1785,14863,3387,2517,13156,8745,4386
893393,20121231,12,SHW,89800,Sherwin-Williams,631.034,9534.462,5328.236,887.886,6234.737,4442.933,1791.804
893393,20131231,12,SHW,89800,Sherwin-Williams,752.561,10186,5568.966,1083.766,6382.507,4607.972,1774.535
893393,20141231,12,SHW,89800,Sherwin-Williams,865.887,11130,5965.049,1081.528,5706.052,4709.582,996.47
893393,20151231,12,SHW,89800,Sherwin-Williams,1053.849,11339,5780.078,1447.463,5791.855,4923.945,867.91
893393,20161231,12,SHW,89800,Sherwin-Williams,1132.703,11856,5933.337,1308.572,6752.521,4874.08,1878.441
893393,20171231,12,SHW,89800,Sherwin-Williams,1772.262,14984,8202.577,1883.968,19958.427,16266.239,3692.188
893393,20181231,12,SHW,89800,Sherwin-Williams,1108.746,17534.493,10115.931,1943.7,19134.279,15403.534,3730.745
893393,20191231,12,SHW,89800,Sherwin-Williams,1541.3,17900.8,9864.7,2321.3,20496.2,16372.9,4123.3
893597,20161231,12,DVA,927066,DaVita Inc.,879.874,10707.467,,1963.444,18741.257,12918.258,4648.047
893597,20171231,12,DVA,927066,DaVita Inc.,663.618,10876.634,,1907.449,18948.193,13050.767,4690.029
893597,20181231,12,DVA,927066,DaVita Inc.,159.394,11404.851,,1771.64,19110.252,14077.213,3703.442
893597,20191231,12,DVA,927066,DaVita Inc.,810.981,11388.479,,2072.355,17311.394,13811.776,2133.409
893669,20121231,12,UNH,731766,United Health Group Inc.,5526,110618,2523,7155,80885,47586,31178
893669,20131231,12,UNH,731766,United Health Group Inc.,5625,122489,2839,6991,81882,48558,32149
893669,20141231,12,UNH,731766,United Health Group Inc.,5619,130474,3784,8051,86382,52540,32454
893669,20151231,12,UNH,731766,United Health Group Inc.,5813,157107,16206,9740,111383,75922,33725
893669,20161231,12,UNH,731766,United Health Group Inc.,7017,184840,24416,9795,122810,82621,38177
893669,20171231,12,UNH,731766,United Health Group Inc.,10558,201159,24112,13596,139058,87036,49833
893669,20181231,12,UNH,731766,United Health Group Inc.,11986,226247,26998,15713,152221,95994,54319
